cleaned,vector
amatrice cuisine indien être transcender punjab hier soir  être opter poulet kashmiri base noix,"[0.661034345626831, -0.03595825657248497, 0.13273733854293823, 0.33222758769989014, 0.2295580953359604, -0.7614712119102478, 0.11125970631837845, -0.07178150862455368, -0.6390959620475769, 0.22756940126419067, 0.3816802203655243, -0.14450737833976746, -0.45069462060928345, -0.1626477986574173, 0.058857034891843796, 0.5346792340278625, -0.11154866963624954, 0.04298337548971176, -0.1614014357328415, 0.6898443102836609, 0.40622788667678833, 0.6083015203475952, 0.5113198757171631, -0.5649402141571045, -0.28563252091407776, 0.42001017928123474, -0.08098819106817245, 0.006971793249249458, -0.04290499910712242, -0.21166512370109558, 0.022625038400292397, 0.35117650032043457, -0.026377512142062187, -0.14968115091323853, 0.012402474880218506, -0.06708290427923203, 0.10792883485555649, -0.01393032819032669, -0.013906741514801979, -0.03638496622443199, -0.26596444845199585, 0.046578746289014816, -0.24575813114643097, -0.13796842098236084, 0.2122613489627838, -0.23344986140727997, 0.07543062418699265, -0.21782341599464417, -0.1930963695049286, 0.3795531094074249, 0.2707112729549408, 0.2122916579246521, 0.38399994373321533, 0.2985503673553467, 0.2181074470281601, 0.16822229325771332, 0.30590203404426575, -0.05630457401275635, -0.2827916741371155, 0.2786429524421692, -0.08280161768198013, -0.04699404910206795, 0.11671173572540283, 0.027054645121097565]"
jamais mal manger restaurant indien être couple serveur expédier plat vitesse,"[0.30757877230644226, -0.014729921706020832, 0.0658346489071846, 0.1659168303012848, 0.09730537980794907, -0.3666994273662567, 0.04619865491986275, -0.022128334268927574, -0.31693512201309204, 0.12541314959526062, 0.19139601290225983, -0.06852709501981735, -0.22106418013572693, -0.062348298728466034, 0.04551811143755913, 0.24807864427566528, -0.05569173023104668, 0.025380350649356842, -0.06218034774065018, 0.34176740050315857, 0.1945571005344391, 0.29884615540504456, 0.25467753410339355, -0.2845650315284729, -0.13909459114074707, 0.20619472861289978, -0.025471322238445282, 0.0006612312281504273, -0.022450178861618042, -0.10145433992147446, 0.0037948235403746367, 0.16489069163799286, -0.02124607563018799, -0.0799938291311264, 0.020303688943386078, -0.031013259664177895, 0.047126222401857376, 0.004500255919992924, -0.0009918794967234135, -0.006519937887787819, -0.13060136139392853, 0.039409518241882324, -0.11243128031492233, -0.0584382601082325, 0.10983975976705551, -0.10769270360469818, 0.05128312110900879, -0.10730739682912827, -0.10047750174999237, 0.17643724381923676, 0.1332925707101822, 0.11398568749427795, 0.18844816088676453, 0.15435419976711273, 0.1060565710067749, 0.09494519978761673, 0.13985781371593475, -0.047453489154577255, -0.13602812588214874, 0.12169428914785385, -0.046972278505563736, -0.03540417551994324, 0.05574345961213112, 0.014062760397791862]"
extrêmement décevoir être aller manger temps réjouir retourner déception  accueil sympa,"[0.2347366213798523, -0.012925979681313038, 0.059467315673828125, 0.13926464319229126, 0.0765002965927124, -0.29898279905319214, 0.04331894591450691, -0.02634727582335472, -0.25649070739746094, 0.0944921225309372, 0.1591539829969406, -0.06603998690843582, -0.16997067630290985, -0.056704964488744736, 0.025586208328604698, 0.20869925618171692, -0.042730528861284256, 0.014689251780509949, -0.053099315613508224, 0.27964073419570923, 0.1485961526632309, 0.24569150805473328, 0.1981966346502304, -0.21687597036361694, -0.10295012593269348, 0.16112396121025085, -0.02286272868514061, 0.0038936662022024393, -0.016266195103526115, -0.07733690738677979, 0.0032923861872404814, 0.1382019817829132, -0.007750158663839102, -0.07592055946588516, 0.00562717579305172, -0.016713082790374756, 0.04249773547053337, -0.004467269405722618, 0.0024984015617519617, -0.023152383044362068, -0.10620720684528351, 0.023246368393301964, -0.08115778863430023, -0.04672328382730484, 0.0873086154460907, -0.08491899818181992, 0.04285870119929314, -0.09407701343297958, -0.06823529303073883, 0.13941574096679688, 0.10067746788263321, 0.0713328868150711, 0.1451152265071869, 0.11540688574314117, 0.09193375706672668, 0.06589599698781967, 0.1144111156463623, -0.027631931006908417, -0.09805697947740555, 0.09193255007266998, -0.04079867899417877, -0.006651603151112795, 0.04423176124691963, 0.007474775426089764]"
saint-maurille restaurant touche crêpe salade grillade carte vraiment varier malheureusement qualité,"[0.38095927238464355, -0.019071517512202263, 0.05759948492050171, 0.18772631883621216, 0.1030249148607254, -0.42791375517845154, 0.05915870890021324, -0.05037018656730652, -0.3848114609718323, 0.14487648010253906, 0.20932351052761078, -0.07377786934375763, -0.25288790464401245, -0.09521104395389557, 0.043839484453201294, 0.32487091422080994, -0.07108644396066666, 0.04105057194828987, -0.08903878182172775, 0.3980356454849243, 0.2181749790906906, 0.35500138998031616, 0.29717564582824707, -0.3234207332134247, -0.16678273677825928, 0.2454291135072708, -0.0592862106859684, 0.001794336480088532, -0.029868967831134796, -0.11839223653078079, -0.0010358720319345593, 0.19055576622486115, -0.022853223606944084, -0.08977977186441422, 0.004178163129836321, -0.040192537009716034, 0.07180386036634445, -0.0025614830665290356, 0.0008960941340774298, -0.028927963227033615, -0.17661964893341064, 0.03719421103596687, -0.13488249480724335, -0.08313949406147003, 0.10762491822242737, -0.1343793272972107, 0.05859733372926712, -0.10823506116867065, -0.11000645160675049, 0.25082117319107056, 0.13350847363471985, 0.12066984176635742, 0.23046177625656128, 0.1943569928407669, 0.10502640902996063, 0.10175909101963043, 0.16402536630630493, -0.0382799357175827, -0.16647258400917053, 0.15831810235977173, -0.06819670647382736, -0.041429486125707626, 0.07049468159675598, 0.03139176964759827]"
bon accueil froid  menu  euro midi concerne entrée trop choix petit quantité ensuite dizaine tarte fin,"[0.29137590527534485, -0.019918305799365044, 0.050837818533182144, 0.13384924829006195, 0.0959722101688385, -0.3641304671764374, 0.0608450286090374, -0.02865585684776306, -0.2846657931804657, 0.07384420186281204, 0.17323336005210876, -0.08514171838760376, -0.216797336935997, -0.06759189814329147, 0.02334885112941265, 0.23494303226470947, -0.04730096459388733, 0.03528964892029762, -0.07479036599397659, 0.305361270904541, 0.18572118878364563, 0.26508352160453796, 0.2615917921066284, -0.24292892217636108, -0.135921910405159, 0.1780463606119156, -0.02212502434849739, 0.019356362521648407, -0.013677909970283508, -0.11749545484781265, 0.016133012250065804, 0.15814776718616486, -0.027751989662647247, -0.04892104119062424, -0.01514799240976572, -0.03508372977375984, 0.06776835769414902, 0.001285891979932785, -0.0016490492271259427, -0.020272722467780113, -0.10569614171981812, 0.05803385004401207, -0.10330623388290405, -0.06430964171886444, 0.09132339060306549, -0.09713223576545715, 0.04814993217587471, -0.095980204641819, -0.08646276593208313, 0.1856653094291687, 0.13613152503967285, 0.09297622740268707, 0.18112926185131073, 0.14131693542003632, 0.09114357084035873, 0.11084537953138351, 0.14918704330921173, -0.054022323340177536, -0.1411043405532837, 0.12029418349266052, -0.01845824345946312, -0.026808468624949455, 0.04743972048163414, 0.04527030140161514]"
sandwich kebab qualité moyen cadre limite glauque prix petit moyenne conseille endroit préférez,"[0.3835286796092987, -0.011394242756068707, 0.07087478786706924, 0.1795153021812439, 0.11685766279697418, -0.4437822997570038, 0.059968046844005585, -0.04131164774298668, -0.3845307528972626, 0.1475548893213272, 0.20959188044071198, -0.06451579928398132, -0.2799393832683563, -0.09346150606870651, 0.017827285453677177, 0.3312513530254364, -0.07729924470186234, 0.035938795655965805, -0.08200225234031677, 0.40099015831947327, 0.21726959943771362, 0.33983147144317627, 0.2972881495952606, -0.3425847589969635, -0.17236776649951935, 0.23832374811172485, -0.05691002309322357, 0.017199451103806496, -0.027805468067526817, -0.13253627717494965, -0.00023785165103618056, 0.21658189594745636, -0.028683168813586235, -0.09555865079164505, 0.0025264322757720947, -0.040109798312187195, 0.0799354538321495, 0.0010988255962729454, -0.008947261609137058, -0.009645395912230015, -0.17201848328113556, 0.02613118663430214, -0.13750360906124115, -0.07545266300439835, 0.12329598516225815, -0.1276475042104721, 0.05243504419922829, -0.1084514856338501, -0.13382010161876678, 0.24570675194263458, 0.16718123853206635, 0.12548409402370453, 0.20969267189502716, 0.19636313617229462, 0.12487547844648361, 0.08861209452152252, 0.15186938643455505, -0.038940392434597015, -0.17366300523281097, 0.1691618114709854, -0.05844071879982948, -0.06130853667855263, 0.07312597334384918, 0.02046804130077362]"
passer brièvement restaurant grand regret  situer intérieur château angers logis gouverneur petit,"[0.5856900215148926, -0.038023944944143295, 0.08909328281879425, 0.2826424539089203, 0.18749891221523285, -0.6774115562438965, 0.10497055947780609, -0.07456380128860474, -0.5735817551612854, 0.20008592307567596, 0.3270086944103241, -0.1290774643421173, -0.4035711884498596, -0.13393189013004303, 0.034951306879520416, 0.4864019453525543, -0.08997055143117905, 0.021336888894438744, -0.14425019919872284, 0.6326580047607422, 0.365987628698349, 0.5441080927848816, 0.4571548402309418, -0.5186676979064941, -0.2724153697490692, 0.3745993375778198, -0.0702114850282669, 0.01736360229551792, -0.06188160181045532, -0.20532464981079102, 0.006259688176214695, 0.3279373347759247, -0.03379085287451744, -0.1519327163696289, -0.0006718364311382174, -0.0720307007431984, 0.1070166826248169, -0.010734076611697674, -0.01950354501605034, -0.045536383986473083, -0.28048646450042725, 0.04877910763025284, -0.22152182459831238, -0.12064851075410843, 0.18307338654994965, -0.2088262438774109, 0.07067648321390152, -0.19161257147789001, -0.1599583476781845, 0.3440343141555786, 0.2429996132850647, 0.1866656392812729, 0.3479444086551666, 0.2769938111305237, 0.17748935520648956, 0.15393796563148499, 0.2619119882583618, -0.07130511850118637, -0.25414523482322693, 0.24472250044345856, -0.09433764964342117, -0.059476278722286224, 0.10358992218971252, 0.02858910523355007]"
travail cours  beau château dommage travail pouvoir baisser prix décevoir manque meuble,"[0.3365611433982849, -0.0279697272926569, 0.038765229284763336, 0.16685684025287628, 0.10491075366735458, -0.4042081832885742, 0.05522845312952995, -0.03828074783086777, -0.32623112201690674, 0.13733652234077454, 0.1975351870059967, -0.0675014927983284, -0.2276565581560135, -0.08519189804792404, 0.029904736205935478, 0.2786686420440674, -0.06089797988533974, 0.005207630805671215, -0.061410922557115555, 0.3648013174533844, 0.18223360180854797, 0.3120398223400116, 0.26563242077827454, -0.29504525661468506, -0.14865155518054962, 0.2156098335981369, -0.044141653925180435, 0.022678444162011147, -0.03820367902517319, -0.12095049023628235, 0.007466542534530163, 0.2010730803012848, -0.012338576838374138, -0.08603842556476593, 0.025727219879627228, -0.04753270372748375, 0.08585314452648163, 0.005775758996605873, -0.012414766475558281, -0.019621793180704117, -0.15083502233028412, 0.03950907289981842, -0.1317582130432129, -0.06621430814266205, 0.09068656712770462, -0.13428398966789246, 0.04599129408597946, -0.12061206251382828, -0.1197017952799797, 0.2108047902584076, 0.15017591416835785, 0.10639311373233795, 0.18848378956317902, 0.1623215526342392, 0.10651110857725143, 0.08380714058876038, 0.13936291635036469, -0.015763798728585243, -0.15517237782478333, 0.16359639167785645, -0.05885857343673706, -0.02370787039399147, 0.05505763366818428, 0.01247973833233118]"
top  aller groupon top cuisine fade petit quantité prix boison élève,"[0.40607577562332153, -0.016775131225585938, 0.06881091743707657, 0.19907405972480774, 0.142441987991333, -0.4730343222618103, 0.065370112657547, -0.05237380787730217, -0.39638999104499817, 0.1401972770690918, 0.22677752375602722, -0.08961412310600281, -0.2772301137447357, -0.10350517928600311, 0.023155855014920235, 0.3247319161891937, -0.0684373676776886, 0.01861715130507946, -0.0966881513595581, 0.4343373477458954, 0.24337252974510193, 0.3662925362586975, 0.3302004933357239, -0.35977378487586975, -0.178998202085495, 0.2634107768535614, -0.05659155547618866, 0.005032982211560011, -0.03495548665523529, -0.14705601334571838, 0.011681333184242249, 0.21834352612495422, -0.007599975913763046, -0.10931109637022018, -0.0018538240110501647, -0.03026794083416462, 0.07808981835842133, 0.014269482344388962, -0.016038522124290466, -0.01775832287967205, -0.1847476065158844, 0.04077433422207832, -0.1601450890302658, -0.08572597056627274, 0.13250601291656494, -0.15684586763381958, 0.04960368946194649, -0.11611824482679367, -0.1276385635137558, 0.24844112992286682, 0.16929541528224945, 0.1215827465057373, 0.23983965814113617, 0.19415168464183807, 0.13912086188793182, 0.08913687616586685, 0.1739543229341507, -0.04054651036858559, -0.19061385095119476, 0.15721139311790466, -0.057039737701416016, -0.042631786316633224, 0.07663610577583313, 0.013170268386602402]"
bien service agréable rapport qualité prix médiocre  trop choix carte base produit frais,"[0.13068540394306183, 0.004688139073550701, 0.009020637720823288, 0.021988127380609512, 0.008458091877400875, -0.13896577060222626, 0.013310560025274754, -0.025597240775823593, -0.13271564245224, 0.046093255281448364, 0.08212439715862274, -0.03663932532072067, -0.07926811277866364, -0.06165096163749695, -0.0027694045566022396, 0.11713311821222305, -0.03176046907901764, 0.013933444395661354, -0.0195686686784029, 0.1191452145576477, 0.06036943569779396, 0.09666142612695694, 0.11732405424118042, -0.08501395583152771, -0.049839723855257034, 0.07880409061908722, -0.035751231014728546, 0.00996788963675499, 0.005788265261799097, -0.04722233861684799, 0.03147473186254501, 0.05503026023507118, -0.02855655364692211, -0.020694440230727196, -0.027657244354486465, -0.03217987343668938, 0.02886769361793995, 0.03472422435879707, 0.02277158573269844, 0.005196760408580303, -0.051145199686288834, 0.006207822822034359, -0.02782236970961094, -0.058321673423051834, 0.01764295995235443, -0.04357009008526802, 0.04718727245926857, -0.03770067170262337, -0.035802211612463, 0.08265404403209686, 0.051586661487817764, 0.024224592372775078, 0.07539969682693481, 0.08729717880487442, 0.03574211150407791, 0.012295901775360107, 0.06043829396367073, 0.0055964794009923935, -0.05440452694892883, 0.064520925283432, -0.006469972897320986, -0.030251789838075638, 0.010267441160976887, 0.02919541299343109]"
arrêter h servir être famille   enfant frite carboniser pâte pesto pignon,"[0.4134151041507721, -0.01518195029348135, 0.08162284642457962, 0.20709238946437836, 0.1540939062833786, -0.4877626299858093, 0.0886790007352829, -0.0531221367418766, -0.42150670289993286, 0.1373407393693924, 0.2417813241481781, -0.09742006659507751, -0.3109104037284851, -0.11055811494588852, 0.055220864713191986, 0.34864261746406555, -0.06257910281419754, 0.02373969554901123, -0.09112601727247238, 0.47766900062561035, 0.27084389328956604, 0.39544737339019775, 0.34351846575737, -0.3582609295845032, -0.19505825638771057, 0.2749750316143036, -0.03981718048453331, 0.01336620468646288, -0.020113514736294746, -0.1488533914089203, 0.00522996811196208, 0.22143933176994324, -0.015081353485584259, -0.10374820977449417, 0.008471339009702206, -0.06662218272686005, 0.08419720828533173, 0.013275283388793468, -0.014491235837340355, -0.013658587820827961, -0.17458245158195496, 0.03590080142021179, -0.1321093738079071, -0.08327020704746246, 0.1391887366771698, -0.17528732120990753, 0.04761573672294617, -0.14035025238990784, -0.10514407604932785, 0.25484997034072876, 0.17989084124565125, 0.14319846034049988, 0.24924926459789276, 0.19555184245109558, 0.1305563896894455, 0.11107045412063599, 0.1947367787361145, -0.061205144971609116, -0.18286770582199097, 0.17134572565555573, -0.03973910212516785, -0.04146084561944008, 0.08242044597864151, 0.009968981146812439]"
